time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
55.76155,36.52,0,22,0,240,0
55.76287,36.52,0,22,0,240,0
55.76414,36.52,0,22,0,240,0
55.76529,36.52,0,22,0,240,0
55.7664,36.52,0,22,0,240,0
55.76757,36.52,0,22,0,240,0
55.76871,36.52,0,22,0,240,0
55.76986,36.52,0,22,0,240,0
55.77108,36.52,0,22,0,240,0
55.77225,36.52,0,22,0,240,0
55.77336,36.52,0,22,0,240,0
55.77443,36.52,0,22,0,240,0
55.77552,36.52,0,22,0,240,0
55.7766,36.52,0,22,0,240,0
55.7777,36.52,0,22,0,240,0
55.77877,36.52,0,22,0,240,0
55.77984,36.52,0,22,0,240,0
55.78091,36.34679,0,21.9,0,240,0
55.78229,36.34679,0,21.9,0,240,0
55.78349,36.34679,0,21.9,0,240,0
55.78469,36.34679,0,21.9,0,240,0
55.78586,36.34679,0,21.9,0,240,0
55.78693,36.34679,0,21.9,0,240,0
55.78872,36.34679,0,21.9,0,240,0
55.78978,36.34679,0,21.9,0,240,0
55.79116,36.34679,0,21.9,0,240,0
55.79226,36.34679,0,21.9,0,240,0
55.79336,36.34679,0,21.9,0,240,0
55.79454,36.34679,0,21.9,0,240,0
55.79571,36.34679,0,21.9,0,240,0
55.79688,36.34679,0,21.9,0,240,0
55.79796,36.34679,0,21.9,0,240,0
55.79909,36.34679,0,21.9,0,240,0
55.80023,36.17359,0,21.8,0,240,0
55.80159,36.17359,0,21.8,0,240,0
55.80275,36.17359,0,21.8,0,240,0
55.80396,36.17359,0,21.8,0,240,0
55.80516,36.17359,0,21.8,0,240,0
55.80631,36.17359,0,21.8,0,240,0
55.80764,36.17359,0,21.8,0,240,0
55.80871,36.17359,0,21.8,0,240,0
55.80986,36.17359,0,21.8,0,240,0
55.81112,36.17359,0,21.8,0,240,0
55.81224,36.17359,0,21.8,0,240,0
55.81334,36.17359,0,21.8,0,240,0
55.81451,36.17359,0,21.8,0,240,0
55.81561,36.17359,0,21.8,0,240,0
55.81668,36.17359,0,21.8,0,240,0
55.81778,36.17359,0,21.8,0,240,0
55.81955,36.17359,0,21.8,0,240,0
55.82067,36.00039,0,21.7,0,240,0
55.82202,36.00039,0,21.7,0,240,0
55.82325,36.00039,0,21.7,0,240,0
55.82455,36.00039,0,21.7,0,240,0
55.8257,36.00039,0,21.7,0,240,0
55.82685,36.00039,0,21.7,0,240,0
55.82803,36.00039,0,21.7,0,240,0
55.8292,36.00039,0,21.7,0,240,0
55.8303,36.00039,0,21.7,0,240,0
55.83142,36.00039,0,21.7,0,240,0
55.83261,36.00039,0,21.7,0,240,0
55.8338,36.00039,0,21.7,0,240,0
55.83492,36.00039,0,21.7,0,240,0
55.83599,36.00039,0,21.7,0,240,0
55.83712,36.00039,0,21.7,0,240,0
55.83829,36.00039,0,21.7,0,240,0
55.83945,36.00039,0,21.7,0,240,0
55.84061,35.82718,0,21.6,0,240,0
55.842,35.82718,0,21.6,0,240,0
55.8432,35.82718,0,21.6,0,240,0
55.84449,35.82718,0,21.6,0,240,0
55.8456,35.82718,0,21.6,0,240,0
55.84666,35.82718,0,21.6,0,240,0
55.84774,35.82718,0,21.6,0,240,0
55.8488,35.82718,0,21.6,0,240,0
55.85007,35.82718,0,21.6,0,240,0
55.85195,35.82718,0,21.6,0,240,0
55.85311,35.82718,0,21.6,0,240,0
55.85431,35.82718,0,21.6,0,240,0
55.8555,35.82718,0,21.6,0,240,0
55.85666,35.82718,0,21.6,0,240,0
55.85782,35.82718,0,21.6,0,240,0
55.8589,35.82718,0,21.6,0,240,0
55.85995,35.82718,0,21.6,0,240,0
55.86097,35.65398,0,21.5,0,240,0
55.86242,35.65398,0,21.5,0,240,0
55.86363,35.65398,0,21.5,0,240,0
55.86478,35.65398,0,21.5,0,240,0
55.86619,35.65398,0,21.5,0,240,0
55.86751,35.65398,0,21.5,0,240,0
55.86869,35.65398,0,21.5,0,240,0
55.86985,35.65398,0,21.5,0,240,0
55.87099,35.65398,0,21.5,0,240,0
55.8722,35.65398,0,21.5,0,240,0
55.87338,35.65398,0,21.5,0,240,0
55.87453,35.65398,0,21.5,0,240,0
55.8756,35.65398,0,21.5,0,240,0
55.87683,35.65398,0,21.5,0,240,0
55.87793,35.65398,0,21.5,0,240,0
55.87902,35.65398,0,21.5,0,240,0
55.88011,35.48077,0,21.4,0,240,0
55.88212,35.48077,0,21.4,0,240,0
