time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
34.24162,36.52,0,22,0,240,0
34.24311,36.52,0,22,0,240,0
34.24443,36.52,0,22,0,240,0
34.24572,36.52,0,22,0,240,0
34.24714,36.52,0,22,0,240,0
34.24842,36.52,0,22,0,240,0
34.24998,36.52,0,22,0,240,0
34.25112,36.52,0,22,0,240,0
34.25227,36.52,0,22,0,240,0
34.25341,36.52,0,22,0,240,0
34.25463,36.52,0,22,0,240,0
34.25584,36.52,0,22,0,240,0
34.25708,36.52,0,22,0,240,0
34.25835,36.52,0,22,0,240,0
34.25965,36.52,0,22,0,240,0
34.26089,36.52,0,22,0,240,0
34.26236,36.52,0,22,0,240,0
34.26351,36.52,0,22,0,240,0
34.26493,36.52,0,22,0,240,0
34.26613,36.52,0,22,0,240,0
34.2672,36.52,0,22,0,240,0
34.26844,36.52,0,22,0,240,0
34.26955,36.52,0,22,0,240,0
34.27061,36.52,0,22,0,240,0
34.27171,36.52,0,22,0,240,0
34.27277,36.52,0,22,0,240,0
34.27386,36.52,0,22,0,240,0
34.27497,36.52,0,22,0,240,0
34.27605,36.52,0,22,0,240,0
34.27712,36.52,0,22,0,240,0
34.27817,36.52,0,22,0,240,0
34.27922,36.52,0,22,0,240,0
34.28035,36.52,0,22,0,240,0
34.29049,36.52,0,22,0,240,0
34.29189,36.52,0,22,0,240,0
34.29782,36.52,0,22,0,240,0
34.29951,36.52,0,22,0,240,0
34.30093,36.52,0,22,0,240,0
34.30257,36.52,0,22,0,240,0
34.30386,36.52,0,22,0,240,0
34.30506,36.52,0,22,0,240,0
34.30618,36.52,0,22,0,240,0
34.30735,36.52,0,22,0,240,0
34.30854,36.52,0,22,0,240,0
34.30971,36.52,0,22,0,240,0
34.3109,36.52,0,22,0,240,0
34.312,36.52,0,22,0,240,0
34.31338,36.52,0,22,0,240,0
34.31481,36.52,0,22,0,240,0
34.31604,36.52,0,22,0,240,0
34.31718,36.52,0,22,0,240,0
34.31828,36.52,0,22,0,240,0
34.31936,36.52,0,22,0,240,0
34.32043,36.52,0,22,0,240,0
34.32169,36.52,0,22,0,240,0
34.32273,36.52,0,22,0,240,0
34.32397,36.52,0,22,0,240,0
34.32526,36.52,0,22,0,240,0
34.32637,36.52,0,22,0,240,0
34.32755,36.52,0,22,0,240,0
34.32886,36.52,0,22,0,240,0
34.33042,36.52,0,22,0,240,0
34.33164,36.52,0,22,0,240,0
34.33296,36.52,0,22,0,240,0
34.33438,36.52,0,22,0,240,0
34.33565,36.52,0,22,0,240,0
34.3368,36.52,0,22,0,240,0
34.33799,36.52,0,22,0,240,0
34.33915,36.52,0,22,0,240,0
34.34039,36.52,0,22,0,240,0
34.3417,36.52,0,22,0,240,0
34.34277,36.52,0,22,0,240,0
34.34382,36.52,0,22,0,240,0
34.34502,36.52,0,22,0,240,0
34.34633,36.52,0,22,0,240,0
34.34767,36.52,0,22,0,240,0
34.34891,36.52,0,22,0,240,0
34.35009,36.52,0,22,0,240,0
34.35123,36.52,0,22,0,240,0
34.35242,36.52,0,22,0,240,0
34.35357,36.52,0,22,0,240,0
34.35474,36.52,0,22,0,240,0
34.35592,36.52,0,22,0,240,0
34.35706,36.52,0,22,0,240,0
34.3582,36.52,0,22,0,240,0
34.35941,36.52,0,22,0,240,0
34.36055,36.52,0,22,0,240,0
34.36183,36.52,0,22,0,240,0
34.36292,36.52,0,22,0,240,0
34.3643,36.52,0,22,0,240,0
34.3655,36.52,0,22,0,240,0
34.36664,36.52,0,22,0,240,0
34.36779,36.52,0,22,0,240,0
34.36908,36.52,0,22,0,240,0
34.37027,36.52,0,22,0,240,0
34.37141,36.52,0,22,0,240,0
34.37252,36.52,0,22,0,240,0
34.37368,36.52,0,22,0,240,0
34.37485,36.52,0,22,0,240,0
34.37604,36.52,0,22,0,240,0
34.37718,36.52,0,22,0,240,0
34.37835,36.52,0,22,0,240,0
34.37969,36.52,0,22,0,240,0
34.38105,36.52,0,22,0,240,0
34.38242,36.52,0,22,0,240,0
34.38352,36.52,0,22,0,240,0
34.3846,36.52,0,22,0,240,0
34.38568,36.52,0,22,0,240,0
34.38672,36.52,0,22,0,240,0
34.38778,36.52,0,22,0,240,0
34.38885,36.52,0,22,0,240,0
34.3899,36.52,0,22,0,240,0
34.39097,36.52,0,22,0,240,0
34.39202,36.52,0,22,0,240,0
34.39305,36.52,0,22,0,240,0
34.39415,36.52,0,22,0,240,0
34.39521,36.52,0,22,0,240,0
34.39631,36.52,0,22,0,240,0
34.39737,36.52,0,22,0,240,0
34.39846,36.52,0,22,0,240,0
34.39952,36.52,0,22,0,240,0
34.40063,36.52,0,22,0,240,0
34.40196,36.52,0,22,0,240,0
34.40317,36.52,0,22,0,240,0
34.40428,36.52,0,22,0,240,0
34.40547,36.52,0,22,0,240,0
34.40664,36.52,0,22,0,240,0
34.40786,36.52,0,22,0,240,0
34.40903,36.52,0,22,0,240,0
34.4102,36.52,0,22,0,240,0
34.41139,36.52,0,22,0,240,0
34.4125,36.52,0,22,0,240,0
34.41358,36.52,0,22,0,240,0
34.41468,36.52,0,22,0,240,0
34.4158,36.52,0,22,0,240,0
34.41687,36.52,0,22,0,240,0
34.41794,36.52,0,22,0,240,0
34.41904,36.52,0,22,0,240,0
34.42009,36.52,0,22,0,240,0
34.42139,36.52,0,22,0,240,0
34.42258,36.52,0,22,0,240,0
34.42394,36.52,0,22,0,240,0
34.42515,36.52,0,22,0,240,0
34.42632,36.52,0,22,0,240,0
34.42743,36.52,0,22,0,240,0
34.42853,36.52,0,22,0,240,0
34.42987,36.52,0,22,0,240,0
34.43143,36.52,0,22,0,240,0
34.43251,36.52,0,22,0,240,0
34.43367,36.52,0,22,0,240,0
34.43486,36.52,0,22,0,240,0
34.43612,36.52,0,22,0,240,0
