time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
176.0608,36.52,0,22,0,240,0
176.0622,36.52,0,22,0,240,0
176.0686,36.52,0,22,0,240,0
176.0698,36.52,0,22,0,240,0
176.0709,36.52,0,22,0,240,0
176.072,36.52,0,22,0,240,0
176.073,36.52,0,22,0,240,0
176.0741,36.52,0,22,0,240,0
176.0752,36.52,0,22,0,240,0
176.0763,36.52,0,22,0,240,0
176.0774,36.52,0,22,0,240,0
176.0785,36.52,0,22,0,240,0
176.0796,36.52,0,22,0,240,0
176.0806,36.34679,0,21.9,0,240,0
176.082,36.34679,0,21.9,0,240,0
176.0879,36.34679,0,21.9,0,240,0
176.0889,36.34679,0,21.9,0,240,0
176.0899,36.34679,0,21.9,0,240,0
176.091,36.34679,0,21.9,0,240,0
176.0922,36.34679,0,21.9,0,240,0
176.0934,36.34679,0,21.9,0,240,0
176.0945,36.34679,0,21.9,0,240,0
176.0955,36.34679,0,21.9,0,240,0
176.0966,36.34679,0,21.9,0,240,0
176.0978,36.34679,0,21.9,0,240,0
176.099,36.34679,0,21.9,0,240,0
176.1,36.17359,0,21.8,0,240,0
176.1015,36.17359,0,21.8,0,240,0
176.1077,36.17359,0,21.8,0,240,0
176.1088,36.17359,0,21.8,0,240,0
176.1098,36.17359,0,21.8,0,240,0
176.1109,36.17359,0,21.8,0,240,0
176.112,36.17359,0,21.8,0,240,0
176.1132,36.17359,0,21.8,0,240,0
176.1143,36.17359,0,21.8,0,240,0
176.1154,36.17359,0,21.8,0,240,0
176.1166,36.17359,0,21.8,0,240,0
176.1179,36.17359,0,21.8,0,240,0
176.119,36.17359,0,21.8,0,240,0
176.12,36.00039,0,21.7,0,240,0
176.1213,36.00039,0,21.7,0,240,0
176.1275,36.00039,0,21.7,0,240,0
176.1288,36.00039,0,21.7,0,240,0
176.1299,36.00039,0,21.7,0,240,0
176.131,36.00039,0,21.7,0,240,0
176.1323,36.00039,0,21.7,0,240,0
176.1333,36.00039,0,21.7,0,240,0
176.1344,36.00039,0,21.7,0,240,0
176.1354,36.00039,0,21.7,0,240,0
176.1364,36.00039,0,21.7,0,240,0
176.1375,36.00039,0,21.7,0,240,0
