experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,size,thrust
csv_spaceshuttle,start-0a7e09a7-46a1-4d7b-85a3-4d2a955f193b,1,1,1,1,6.562319,11.75956,1.00,0.50
