time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
24.82051,-41.49548,-0.000006,25.44994,0,298.3016,0
24.89861,-41.49548,-0.000006,25.44994,0,298.3016,0
24.91089,-41.49548,-0.000006,25.44994,0,298.3016,0
24.91246,-41.49548,-0.000006,25.44994,0,298.3016,0
24.91367,-41.49548,-0.000006,25.44994,0,298.3016,0
24.91474,-41.49548,-0.000006,25.44994,0,298.3016,0
24.91576,-41.49548,-0.000006,25.44994,0,298.3016,0
24.91681,-41.49548,-0.000006,25.44994,0,298.3016,0
24.91783,-41.49548,-0.000006,25.44994,0,298.3016,0
24.9189,-41.49548,-0.000006,25.44994,0,298.3016,0
24.91992,-41.49548,-0.000006,25.44994,0,298.3016,0
24.92086,-41.49548,-0.000006,25.44994,0,298.3016,0
24.92217,-41.49548,-0.000006,25.44994,0,298.3016,0
24.92319,-41.49548,-0.000006,25.44994,0,298.3016,0
24.92421,-41.49548,-0.000006,25.44994,0,298.3016,0
24.92525,-41.49548,-0.000006,25.44994,0,298.3016,0
24.92626,-41.49548,-0.000006,25.44994,0,298.3016,0
24.9273,-41.49548,-0.000006,25.44994,0,298.3016,0
24.92827,-41.49548,-0.000006,25.44994,0,298.3016,0
24.92928,-41.49548,-0.000006,25.44994,0,298.3016,0
24.93025,-41.49548,-0.000006,25.44994,0,298.3016,0
24.9312,-41.49548,-0.000006,25.44994,0,298.3016,0
24.93215,-41.49548,-0.000006,25.44994,0,298.3016,0
24.9331,-41.49548,-0.000006,25.44994,0,298.3016,0
24.93414,-41.49548,-0.000006,25.44994,0,298.3016,0
24.93509,-41.49548,-0.000006,25.44994,0,298.3016,0
24.93607,-41.49548,-0.000006,25.44994,0,298.3016,0
24.93717,-41.49548,-0.000006,25.44994,0,298.3016,0
24.93824,-41.49548,-0.000006,25.44994,0,298.3016,0
24.93925,-41.49548,-0.000006,25.44994,0,298.3016,0
24.94028,-41.49548,-0.000006,25.44994,0,298.3016,0
24.94146,-41.49548,-0.000006,25.44994,0,298.3016,0
24.94244,-41.49548,-0.000006,25.44994,0,298.3016,0
24.94344,-41.49548,-0.000006,25.44994,0,298.3016,0
24.94456,-41.49548,-0.000006,25.44994,0,298.3016,0
24.94593,-41.49548,-0.000006,25.44994,0,298.3016,0
24.94693,-41.49548,-0.000006,25.44994,0,298.3016,0
24.94798,-41.49548,-0.000006,25.44994,0,298.3016,0
24.94913,-41.49548,-0.000006,25.44994,0,298.3016,0
24.95018,-41.49548,-0.000006,25.44994,0,298.3016,0
24.95115,-41.49548,-0.000006,25.44994,0,298.3016,0
24.95213,-41.49548,-0.000006,25.44994,0,298.3016,0
24.95309,-41.49548,-0.000006,25.44994,0,298.3016,0
24.95403,-41.49548,-0.000006,25.44994,0,298.3016,0
24.95496,-41.49548,-0.000006,25.44994,0,298.3016,0
24.9559,-41.49548,-0.000006,25.44994,0,298.3016,0
24.95684,-41.49548,-0.000006,25.44994,0,298.3016,0
24.95778,-41.49548,-0.000006,25.44994,0,298.3016,0
24.95873,-41.49548,-0.000006,25.44994,0,298.3016,0
24.95973,-41.49548,-0.000006,25.44994,0,298.3016,0
24.96069,-41.49548,-0.000006,25.44994,0,298.3016,0
24.96214,-41.49548,-0.000006,25.44994,0,298.3016,0
24.9632,-41.49548,-0.000006,25.44994,0,298.3016,0
24.9643,-41.49548,-0.000006,25.44994,0,298.3016,0
24.96526,-41.49548,-0.000006,25.44994,0,298.3016,0
24.96627,-41.49548,-0.000006,25.44994,0,298.3016,0
24.96738,-41.49548,-0.000006,25.44994,0,298.3016,0
24.96836,-41.49548,-0.000006,25.44994,0,298.3016,0
24.96937,-41.49548,-0.000006,25.44994,0,298.3016,0
24.97034,-41.49548,-0.000006,25.44994,0,298.3016,0
24.97132,-41.49548,-0.000006,25.44994,0,298.3016,0
24.97239,-41.49548,-0.000006,25.44994,0,298.3016,0
24.97336,-41.49548,-0.000006,25.44994,0,298.3016,0
24.97435,-41.49548,-0.000006,25.44994,0,298.3016,0
24.9754,-41.49548,-0.000006,25.44994,0,298.3016,0
24.97637,-41.49548,-0.000006,25.44994,0,298.3016,0
24.97742,-41.49548,-0.000006,25.44994,0,298.3016,0
24.97848,-41.49548,-0.000006,25.44994,0,298.3016,0
24.97948,-41.49548,-0.000006,25.44994,0,298.3016,0
24.98055,-41.49548,-0.000006,25.44994,0,298.3016,0
24.98177,-41.49548,-0.000006,25.44994,0,298.3016,0
24.98276,-41.49548,-0.000006,25.44994,0,298.3016,0
24.9838,-41.49548,-0.000006,25.44994,0,298.3016,0
24.98477,-41.49548,-0.000006,25.44994,0,298.3016,0
24.98585,-41.49548,-0.000006,25.44994,0,298.3016,0
24.98682,-41.49548,-0.000006,25.44994,0,298.3016,0
24.98777,-41.49548,-0.000006,25.44994,0,298.3016,0
24.9889,-41.49548,-0.000006,25.44994,0,298.3016,0
24.98998,-41.49548,-0.000006,25.44994,0,298.3016,0
24.99095,-41.49548,-0.000006,25.44994,0,298.3016,0
24.99193,-41.49548,-0.000006,25.44994,0,298.3016,0
24.99299,-41.49548,-0.000006,25.44994,0,298.3016,0
24.99398,-41.49548,-0.000006,25.44994,0,298.3016,0
24.99509,-41.49548,-0.000006,25.44994,0,298.3016,0
24.99609,-41.49548,-0.000006,25.44994,0,298.3016,0
24.99722,-41.49548,-0.000006,25.44994,0,298.3016,0
24.99829,-41.49548,-0.000006,25.44994,0,298.3016,0
24.99931,-41.49548,-0.000006,25.44994,0,298.3016,0
25.00027,-41.49548,-0.000006,25.44994,0,298.3016,0
25.00158,-41.49548,-0.000006,25.44994,0,298.3016,0
25.00265,-41.49548,-0.000006,25.44994,0,298.3016,0
25.00372,-41.49548,-0.000006,25.44994,0,298.3016,0
25.00473,-41.49548,-0.000006,25.44994,0,298.3016,0
25.0058,-41.49548,-0.000006,25.44994,0,298.3016,0
