experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,environment,spawn
YMaze_Settings,ivy-a628dc83-20f7-4128-a739-ac5db0e43dd4,1,1,1,1,16.79999,22.62775,nature,start
