experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,environment,spawn
YMaze_Settings,frill-5aef2292-b163-4ed8-aae2-aa0c6ac182d1,1,1,1,1,11.79727,34.31999,nature,start
YMaze_Settings,frill-5aef2292-b163-4ed8-aae2-aa0c6ac182d1,1,2,1,2,34.31999,47.63998,nature,start
YMaze_Settings,frill-5aef2292-b163-4ed8-aae2-aa0c6ac182d1,1,3,1,3,47.63998,60.19998,nature,start
YMaze_Settings,frill-5aef2292-b163-4ed8-aae2-aa0c6ac182d1,1,4,1,4,60.19998,73.21997,nature,start
YMaze_Settings,frill-5aef2292-b163-4ed8-aae2-aa0c6ac182d1,1,5,1,5,73.21997,85.45997,nature,start
YMaze_Settings,frill-5aef2292-b163-4ed8-aae2-aa0c6ac182d1,1,6,1,6,85.45997,85.45997,nature,wrong
YMaze_Settings,frill-5aef2292-b163-4ed8-aae2-aa0c6ac182d1,1,7,2,1,85.45997,162.2823,office,start
