timestamp,log_type,message,stacktrace
35.67379,Log,[<b><color=#AD477C>UXF</color></b>] Beginning session.,UnityEngine.Debug:Log (object).  UXF.Utilities:UXFDebugLog (string) (at Assets/UXF/Scripts/Etc/Utilities.cs:13).  UXF.Session:Begin (stringstringintSystem.Collections.Generic.Dictionary`2<string object>UXF.Settings) (at Assets/UXF/Scripts/Session.cs:347).  UXF.UI.UIController/<TryBeginSessionFromUISequence>d__43:MoveNext () (at Assets/UXF/Scripts/UI/UIController.cs:421).  UnityEngine.MonoBehaviour:StartCoroutine (System.Collections.IEnumerator).  UXF.UI.UIController:TryBeginSessionFromUI () (at Assets/UXF/Scripts/UI/UIController.cs:214).  UnityEngine.EventSystems.EventSystem:Update () (at ./Library/PackageCache/com.unity.ugui/Runtime/UGUI/EventSystem/EventSystem.cs:530).  
35.67379,Exception,NullReferenceException: Object reference not set to an instance of an object,GameManager.LoadScene () (at Assets/Scripts/GameManager.cs:20).  UnityEngine.Events.InvokableCall.Invoke () (at <b5bf0c891ea345fe93688f835df32fdc>:0).  UnityEngine.Events.UnityEvent`1[T0].Invoke (T0 arg0) (at <b5bf0c891ea345fe93688f835df32fdc>:0).  UXF.Session.Begin (System.String experimentName System.String participantId System.Int32 sessionNumber System.Collections.Generic.Dictionary`2[TKeyTValue] participantDetails UXF.Settings settings) (at Assets/UXF/Scripts/Session.cs:350).  UXF.UI.UIController+<TryBeginSessionFromUISequence>d__43.MoveNext () (at Assets/UXF/Scripts/UI/UIController.cs:421).  UnityEngine.SetupCoroutine.InvokeMoveNext (System.Collections.IEnumerator enumerator System.IntPtr returnValueAddress) (at <b5bf0c891ea345fe93688f835df32fdc>:0).  UnityEngine.MonoBehaviour:StartCoroutine(IEnumerator).  UXF.UI.UIController:TryBeginSessionFromUI() (at Assets/UXF/Scripts/UI/UIController.cs:214).  UnityEngine.EventSystems.EventSystem:Update() (at ./Library/PackageCache/com.unity.ugui/Runtime/UGUI/EventSystem/EventSystem.cs:530).  
